<<<<<<< HEAD
﻿cyear,cntyr,ccode,scode,country,year,un_region,un_continent,reg_id,demo_nr,demo_r,regime_r,regime_nr,duration_nr,duration_r,personal,personal2,lindex,exname,change,tdate,trans,occup,interreg
6511956,Egypt 1956,651,EGY,Egypt,1956,Northern Africa,Africa,65102,0,0,Military,Military,5,4,1,1,0.52,Gamal Nasser,0,,0,0,0
6511957,Egypt 1957,651,EGY,Egypt,1957,Northern Africa,Africa,65102,0,0,Military,Military,6,5,1,1,0.555555556,Gamal Nasser,0,,0,0,0
6511958,Egypt 1958,651,EGY,Egypt,1958,Northern Africa,Africa,65102,0,0,Military,Military,7,6,1,1,0.591836735,Gamal Nasser,0,,0,0,0
6511959,Egypt 1959,651,EGY,Egypt,1959,Northern Africa,Africa,65102,0,0,Military,Military,8,7,1,1,0.625,Gamal Nasser,0,,0,0,0
6511960,Egypt 1960,651,EGY,Egypt,1960,Northern Africa,Africa,65102,0,0,Military,Military,9,8,1,1,0.654320988,Gamal Nasser,0,,0,0,0
6511961,Egypt 1961,651,EGY,Egypt,1961,Northern Africa,Africa,65102,0,0,Military,Military,10,9,1,1,0.68,Gamal Nasser,0,,0,0,0
6511962,Egypt 1962,651,EGY,Egypt,1962,Northern Africa,Africa,65102,0,0,Military,Military,11,10,1,1,0.702479339,Gamal Nasser,0,,0,0,0
6511963,Egypt 1963,651,EGY,Egypt,1963,Northern Africa,Africa,65102,0,0,Military,Military,12,11,1,1,0.722222222,Gamal Nasser,0,,0,0,0
6511964,Egypt 1964,651,EGY,Egypt,1964,Northern Africa,Africa,65102,0,0,Military,Military,13,12,1,1,0.73964497,Gamal Nasser,0,,0,0,0
6511965,Egypt 1965,651,EGY,Egypt,1965,Northern Africa,Africa,65102,0,0,Military,Military,14,13,1,1,0.755102041,Gamal Nasser,0,,0,0,0
6511966,Egypt 1966,651,EGY,Egypt,1966,Northern Africa,Africa,65102,0,0,Military,Military,15,14,1,1,0.768888889,Gamal Nasser,0,,0,0,0
6511967,Egypt 1967,651,EGY,Egypt,1967,Northern Africa,Africa,65102,0,0,Military,Military,16,15,1,1,0.78125,Gamal Nasser,0,,0,0,0
6511968,Egypt 1968,651,EGY,Egypt,1968,Northern Africa,Africa,65102,0,0,Military,Military,17,16,1,1,0.792387543,Gamal Nasser,0,,0,0,0
6511969,Egypt 1969,651,EGY,Egypt,1969,Northern Africa,Africa,65102,0,0,Military,Military,18,17,1,1,0.802469136,Gamal Nasser,0,,0,0,0
6511970,Egypt 1970,651,EGY,Egypt,1970,Northern Africa,Africa,65102,0,0,Military,Military,19,18,1,1,0.72299169,Anwar el-Sadat,0,,0,0,0
6511971,Egypt 1971,651,EGY,Egypt,1971,Northern Africa,Africa,65102,0,0,Military,Military,20,19,1,1,0.66,Anwar el-Sadat,0,,0,0,0
6511972,Egypt 1972,651,EGY,Egypt,1972,Northern Africa,Africa,65102,0,0,Military,Military,21,20,1,1,0.609977324,Anwar el-Sadat,0,,0,0,0
6511973,Egypt 1973,651,EGY,Egypt,1973,Northern Africa,Africa,65102,0,0,Military,Military,22,21,1,1,0.570247934,Anwar el-Sadat,0,,0,0,0
6511974,Egypt 1974,651,EGY,Egypt,1974,Northern Africa,Africa,65102,0,0,Military,Military,23,22,1,1,0.538752363,Anwar el-Sadat,0,,0,0,0
6511975,Egypt 1975,651,EGY,Egypt,1975,Northern Africa,Africa,65102,0,0,Military,Military,24,23,1,1,0.513888889,Anwar el-Sadat,0,,0,0,0
6511976,Egypt 1976,651,EGY,Egypt,1976,Northern Africa,Africa,65102,0,0,Military,Military,25,24,1,1,0.4944,Anwar el-Sadat,0,,0,0,0
6511977,Egypt 1977,651,EGY,Egypt,1977,Northern Africa,Africa,65102,0,0,Military,Military,26,25,1,1,0.479289941,Anwar el-Sadat,0,,0,0,0
6511978,Egypt 1978,651,EGY,Egypt,1978,Northern Africa,Africa,65102,0,0,Military,Military,27,26,1,1,0.46776406,Anwar el-Sadat,0,,0,0,0
6511979,Egypt 1979,651,EGY,Egypt,1979,Northern Africa,Africa,65102,0,0,Military,Military,28,27,1,1,0.459183673,Anwar el-Sadat,0,,0,0,0
6511980,Egypt 1980,651,EGY,Egypt,1980,Northern Africa,Africa,65102,0,0,Military,Military,29,28,1,1,0.453032105,Anwar el-Sadat,0,,0,0,0
6511981,Egypt 1981,651,EGY,Egypt,1981,Northern Africa,Africa,65102,0,0,Military,Military,30,29,1,1,0.424444444,Hosni Mubarak,0,,0,0,0
6511982,Egypt 1982,651,EGY,Egypt,1982,Northern Africa,Africa,65102,0,0,Military,Military,31,30,1,1,0.40062435,Hosni Mubarak,0,,0,0,0
6511983,Egypt 1983,651,EGY,Egypt,1983,Northern Africa,Africa,65102,0,0,Military,Military,32,31,1,1,0.380859375,Hosni Mubarak,0,,0,0,0
6511984,Egypt 1984,651,EGY,Egypt,1984,Northern Africa,Africa,65102,0,0,Military,Military,33,32,1,1,0.364554637,Hosni Mubarak,0,,0,0,0
6511985,Egypt 1985,651,EGY,Egypt,1985,Northern Africa,Africa,65102,0,0,Military,Military,34,33,1,1,0.351211073,Hosni Mubarak,0,,0,0,0
6511986,Egypt 1986,651,EGY,Egypt,1986,Northern Africa,Africa,65102,0,0,Military,Military,35,34,1,1,0.340408163,Hosni Mubarak,0,,0,0,0
6511987,Egypt 1987,651,EGY,Egypt,1987,Northern Africa,Africa,65102,0,0,Military,Military,36,35,1,1,0.331790123,Hosni Mubarak,0,,0,0,0
6511988,Egypt 1988,651,EGY,Egypt,1988,Northern Africa,Africa,65102,0,0,Military,Military,37,36,1,1,0.325054785,Hosni Mubarak,0,,0,0,0
6511989,Egypt 1989,651,EGY,Egypt,1989,Northern Africa,Africa,65102,0,0,Military,Military,38,37,1,1,0.319944598,Hosni Mubarak,0,,0,0,0
6511990,Egypt 1990,651,EGY,Egypt,1990,Northern Africa,Africa,65102,0,0,Military,Military,39,38,1,1,0.316239316,Hosni Mubarak,0,,0,0,0
6511991,Egypt 1991,651,EGY,Egypt,1991,Northern Africa,Africa,65102,0,0,Military,Military,40,39,1,1,0.31375,Hosni Mubarak,0,,0,0,0
6511992,Egypt 1992,651,EGY,Egypt,1992,Northern Africa,Africa,65102,0,0,Military,Military,41,40,1,1,0.312314099,Hosni Mubarak,0,,0,0,0
6511993,Egypt 1993,651,EGY,Egypt,1993,Northern Africa,Africa,65102,0,0,Military,Military,42,41,1,1,0.311791383,Hosni Mubarak,0,,0,0,0
6511994,Egypt 1994,651,EGY,Egypt,1994,Northern Africa,Africa,65102,0,0,Military,Military,43,42,1,1,0.312060573,Hosni Mubarak,0,,0,0,0
6511995,Egypt 1995,651,EGY,Egypt,1995,Northern Africa,Africa,65102,0,0,Military,Military,44,43,1,1,0.313016529,Hosni Mubarak,0,,0,0,0
6511996,Egypt 1996,651,EGY,Egypt,1996,Northern Africa,Africa,65102,0,0,Military,Military,45,44,1,1,0.314567901,Hosni Mubarak,0,,0,0,0
6511997,Egypt 1997,651,EGY,Egypt,1997,Northern Africa,Africa,65102,0,0,Military,Military,46,45,1,1,0.316635161,Hosni Mubarak,0,,0,0,0
6511998,Egypt 1998,651,EGY,Egypt,1998,Northern Africa,Africa,65102,0,0,Military,Military,47,46,1,1,0.319148936,Hosni Mubarak,0,,0,0,0
6511999,Egypt 1999,651,EGY,Egypt,1999,Northern Africa,Africa,65102,0,0,Military,Military,48,47,1,1,0.322048611,Hosni Mubarak,0,,0,0,0
6512000,Egypt 2000,651,EGY,Egypt,2000,Northern Africa,Africa,65102,0,0,Military,Military,49,48,1,1,0.325281133,Hosni Mubarak,0,,0,0,0
6512001,Egypt 2001,651,EGY,Egypt,2001,Northern Africa,Africa,65102,0,0,Military,Military,50,49,1,1,0.3288,Hosni Mubarak,0,,0,0,0
6512002,Egypt 2002,651,EGY,Egypt,2002,Northern Africa,Africa,65102,0,0,Military,Military,51,50,1,1,0.332564398,Hosni Mubarak,0,,0,0,0
6512003,Egypt 2003,651,EGY,Egypt,2003,Northern Africa,Africa,65102,0,0,Military,Military,52,51,1,1,0.336538462,Hosni Mubarak,0,,0,0,0
6512004,Egypt 2004,651,EGY,Egypt,2004,Northern Africa,Africa,65102,0,0,Military,Military,53,52,1,1,0.340690637,Hosni Mubarak,0,,0,0,0
6512005,Egypt 2005,651,EGY,Egypt,2005,Northern Africa,Africa,65102,0,0,Military,Military,54,53,1,1,0.344993141,Hosni Mubarak,0,,0,0,0
6512006,Egypt 2006,651,EGY,Egypt,2006,Northern Africa,Africa,65102,0,0,Military,Military,55,54,1,1,0.349421488,Hosni Mubarak,0,,0,0,0
6512007,Egypt 2007,651,EGY,Egypt,2007,Northern Africa,Africa,65102,0,0,Military,Military,56,55,1,1,0.353954082,Hosni Mubarak,0,,0,0,0
6512008,Egypt 2008,651,EGY,Egypt,2008,Northern Africa,Africa,65102,0,0,Military,Military,57,56,1,1,0.358571868,Hosni Mubarak,0,,0,0,0
6512009,Egypt 2009,651,EGY,Egypt,2009,Northern Africa,Africa,65102,0,0,Military,Military,58,57,1,1,0.363258026,Hosni Mubarak,0,,0,0,0
6512010,Egypt 2010,651,EGY,Egypt,2010,Northern Africa,Africa,65102,0,0,Military,Military,59,58,1,1,0.367997702,Hosni Mubarak,0,,0,0,0
6512011,Egypt 2011,651,EGY,Egypt,2011,Northern Africa,Africa,65102,0,0,Military,Military,60,59,1,1,0.356111111,SCAF,0,,0,0,0
6512012,Egypt 2012,651,EGY,Egypt,2012,Northern Africa,Africa,65103,0,0,Military,Multiparty,1,60,NA,1,1,Mohammed Morsi,1,07.30.2012,1,0,0
6521950,Syria 1950,652,SYR,Syria,1950,Western Asia,Asia,65201,0,0,Military,Military,2,2,0,0,1,Hashim al-Atassi,0,04.11.1949,0,0,0
6521951,Syria 1951,652,SYR,Syria,1951,Western Asia,Asia,65201,0,0,Military,Military,3,3,2,2,0.5,Fawzi Selu,0,,0,0,0
6521952,Syria 1952,652,SYR,Syria,1952,Western Asia,Asia,65201,0,0,Military,Military,4,4,2,2,0.555555556,Fawzi Selu,0,,0,0,0
6521953,Syria 1953,652,SYR,Syria,1953,Western Asia,Asia,65201,0,0,Military,Military,5,5,2,2,0.375,Adib Shishakli,0,,0,0,0
6521954,Syria 1954,652,SYR,Syria,1954,Western Asia,Asia,65201,0,0,Military,Military,6,6,0,0,0.36,Hashim al-Atassi,0,,0,0,0
6521955,Syria 1955,652,SYR,Syria,1955,Western Asia,Asia,65202,0,0,Military,Multiparty,1,7,0,0,1,Shukri al-Kuwatli,1,09.06.1955,0,0,0
6521956,Syria 1956,652,SYR,Syria,1956,Western Asia,Asia,65202,0,0,Multiparty,Multiparty,2,1,0,0,1,Shukri al-Kuwatli,0,,0,0,0
6521957,Syria 1957,652,SYR,Syria,1957,Western Asia,Asia,65202,0,0,Multiparty,Multiparty,3,2,0,0,1,Shukri al-Kuwatli,0,,0,0,0
6521962,Syria 1962,652,SYR,Syria,1962,Western Asia,Asia,65203,0,0,Military,Military,1,1,0,0,1,Nazim al-Kudsi,1,03.28.1962,0,0,0
6521963,Syria 1963,652,SYR,Syria,1963,Western Asia,Asia,65203,0,0,Military,Military,2,2,2,2,0.5,Amin al-Hafez,0,,0,0,0
6521964,Syria 1964,652,SYR,Syria,1964,Western Asia,Asia,65203,0,0,Military,Military,3,3,2,2,0.555555556,Amin al-Hafez,0,,0,0,0
6521965,Syria 1965,652,SYR,Syria,1965,Western Asia,Asia,65203,0,0,Military,Military,4,4,2,2,0.625,Amin al-Hafez,0,,0,0,0
6521966,Syria 1966,652,SYR,Syria,1966,Western Asia,Asia,65203,0,0,Military,Military,5,5,2,2,0.44,Salah al-Jadid,0,,0,0,0
6521967,Syria 1967,652,SYR,Syria,1967,Western Asia,Asia,65203,0,0,Military,Military,6,6,2,2,0.388888889,Salah al-Jadid,0,,0,0,0
6521968,Syria 1968,652,SYR,Syria,1968,Western Asia,Asia,65203,0,0,Military,Military,7,7,2,2,0.387755102,Salah al-Jadid,0,,0,0,0
6521969,Syria 1969,652,SYR,Syria,1969,Western Asia,Asia,65203,0,0,Military,Military,8,8,2,2,0.40625,Salah al-Jadid,0,,0,0,0
6521970,Syria 1970,652,SYR,Syria,1970,Western Asia,Asia,65203,0,0,Military,Military,9,9,2,2,0.333333333,Hafez al-Assad,0,,0,0,0
6521971,Syria 1971,652,SYR,Syria,1971,Western Asia,Asia,65203,0,0,Military,Military,10,10,2,2,0.3,Hafez al-Assad,0,,0,0,0
6521972,Syria 1972,652,SYR,Syria,1972,Western Asia,Asia,65203,0,0,Military,Military,11,11,2,2,0.289256198,Hafez al-Assad,0,,0,0,0
6521973,Syria 1973,652,SYR,Syria,1973,Western Asia,Asia,65203,0,0,Military,Military,12,12,2,2,0.291666667,Hafez al-Assad,0,,0,0,0
6521974,Syria 1974,652,SYR,Syria,1974,Western Asia,Asia,65203,0,0,Military,Military,13,13,2,2,0.301775148,Hafez al-Assad,0,,0,0,0
6521975,Syria 1975,652,SYR,Syria,1975,Western Asia,Asia,65203,0,0,Military,Military,14,14,2,2,0.316326531,Hafez al-Assad,0,,0,0,0
6521976,Syria 1976,652,SYR,Syria,1976,Western Asia,Asia,65203,0,0,Military,Military,15,15,2,2,0.333333333,Hafez al-Assad,0,,0,0,0
6521977,Syria 1977,652,SYR,Syria,1977,Western Asia,Asia,65203,0,0,Military,Military,16,16,2,2,0.3515625,Hafez al-Assad,0,,0,0,0
6521978,Syria 1978,652,SYR,Syria,1978,Western Asia,Asia,65203,0,0,Military,Military,17,17,2,2,0.370242215,Hafez al-Assad,0,,0,0,0
6521979,Syria 1979,652,SYR,Syria,1979,Western Asia,Asia,65203,0,0,Military,Military,18,18,2,2,0.388888889,Hafez al-Assad,0,,0,0,0
6521980,Syria 1980,652,SYR,Syria,1980,Western Asia,Asia,65203,0,0,Military,Military,19,19,2,2,0.407202216,Hafez al-Assad,0,,0,0,0
6521981,Syria 1981,652,SYR,Syria,1981,Western Asia,Asia,65203,0,0,Military,Military,20,20,2,2,0.425,Hafez al-Assad,0,,0,0,0
6521982,Syria 1982,652,SYR,Syria,1982,Western Asia,Asia,65203,0,0,Military,Military,21,21,2,2,0.442176871,Hafez al-Assad,0,,0,0,0
6521983,Syria 1983,652,SYR,Syria,1983,Western Asia,Asia,65203,0,0,Military,Military,22,22,2,2,0.458677686,Hafez al-Assad,0,,0,0,0
6521984,Syria 1984,652,SYR,Syria,1984,Western Asia,Asia,65203,0,0,Military,Military,23,23,2,2,0.474480151,Hafez al-Assad,0,,0,0,0
6521985,Syria 1985,652,SYR,Syria,1985,Western Asia,Asia,65203,0,0,Military,Military,24,24,2,2,0.489583333,Hafez al-Assad,0,,0,0,0
6521986,Syria 1986,652,SYR,Syria,1986,Western Asia,Asia,65203,0,0,Military,Military,25,25,2,2,0.504,Hafez al-Assad,0,,0,0,0
6521987,Syria 1987,652,SYR,Syria,1987,Western Asia,Asia,65203,0,0,Military,Military,26,26,2,2,0.517751479,Hafez al-Assad,0,,0,0,0
6521988,Syria 1988,652,SYR,Syria,1988,Western Asia,Asia,65203,0,0,Military,Military,27,27,2,2,0.530864198,Hafez al-Assad,0,,0,0,0
6521989,Syria 1989,652,SYR,Syria,1989,Western Asia,Asia,65203,0,0,Military,Military,28,28,2,2,0.543367347,Hafez al-Assad,0,,0,0,0
6521990,Syria 1990,652,SYR,Syria,1990,Western Asia,Asia,65203,0,0,Military,Military,29,29,2,2,0.55529132,Hafez al-Assad,0,,0,0,0
6521991,Syria 1991,652,SYR,Syria,1991,Western Asia,Asia,65203,0,0,Military,Military,30,30,2,2,0.566666667,Hafez al-Assad,0,,0,0,0
6521992,Syria 1992,652,SYR,Syria,1992,Western Asia,Asia,65203,0,0,Military,Military,31,31,2,2,0.577523413,Hafez al-Assad,0,,0,0,0
6521993,Syria 1993,652,SYR,Syria,1993,Western Asia,Asia,65203,0,0,Military,Military,32,32,2,2,0.587890625,Hafez al-Assad,0,,0,0,0
6521994,Syria 1994,652,SYR,Syria,1994,Western Asia,Asia,65203,0,0,Military,Military,33,33,2,2,0.597796143,Hafez al-Assad,0,,0,0,0
6521995,Syria 1995,652,SYR,Syria,1995,Western Asia,Asia,65203,0,0,Military,Military,34,34,2,2,0.607266436,Hafez al-Assad,0,,0,0,0
6521996,Syria 1996,652,SYR,Syria,1996,Western Asia,Asia,65203,0,0,Military,Military,35,35,2,2,0.616326531,Hafez al-Assad,0,,0,0,0
6521997,Syria 1997,652,SYR,Syria,1997,Western Asia,Asia,65203,0,0,Military,Military,36,36,2,2,0.625,Hafez al-Assad,0,,0,0,0
6521998,Syria 1998,652,SYR,Syria,1998,Western Asia,Asia,65203,0,0,Military,Military,37,37,2,2,0.633308985,Hafez al-Assad,0,,0,0,0
6521999,Syria 1999,652,SYR,Syria,1999,Western Asia,Asia,65203,0,0,Military,Military,38,38,2,2,0.641274238,Hafez al-Assad,0,,0,0,0
6522000,Syria 2000,652,SYR,Syria,2000,Western Asia,Asia,65203,0,0,Military,Military,39,39,1,1,0.609467456,Bashar al-Assad,0,,0,0,0
6522001,Syria 2001,652,SYR,Syria,2001,Western Asia,Asia,65203,0,0,Military,Military,40,40,1,1,0.58125,Bashar al-Assad,0,,0,0,0
6522002,Syria 2002,652,SYR,Syria,2002,Western Asia,Asia,65203,0,0,Military,Military,41,41,1,1,0.556216538,Bashar al-Assad,0,,0,0,0
6522003,Syria 2003,652,SYR,Syria,2003,Western Asia,Asia,65203,0,0,Military,Military,42,42,1,1,0.534013605,Bashar al-Assad,0,,0,0,0
6522004,Syria 2004,652,SYR,Syria,2004,Western Asia,Asia,65203,0,0,Military,Military,43,43,1,1,0.514332071,Bashar al-Assad,0,,0,0,0
6522005,Syria 2005,652,SYR,Syria,2005,Western Asia,Asia,65203,0,0,Military,Military,44,44,1,1,0.496900826,Bashar al-Assad,0,,0,0,0
6522006,Syria 2006,652,SYR,Syria,2006,Western Asia,Asia,65203,0,0,Military,Military,45,45,1,1,0.481481481,Bashar al-Assad,0,,0,0,0
6522007,Syria 2007,652,SYR,Syria,2007,Western Asia,Asia,65203,0,0,Military,Military,46,46,1,1,0.467863894,Bashar al-Assad,0,,0,0,0
6522008,Syria 2008,652,SYR,Syria,2008,Western Asia,Asia,65203,0,0,Military,Military,47,47,1,1,0.455862381,Bashar al-Assad,0,,0,0,0
6522009,Syria 2009,652,SYR,Syria,2009,Western Asia,Asia,65203,0,0,Military,Military,48,48,1,1,0.4453125,Bashar al-Assad,0,,0,0,0
6522010,Syria 2010,652,SYR,Syria,2010,Western Asia,Asia,65203,0,0,Military,Military,49,49,1,1,0.436068305,Bashar al-Assad,0,,0,0,0
6522011,Syria 2011,652,SYR,Syria,2011,Western Asia,Asia,65203,0,0,Military,Military,50,50,1,1,0.428,Bashar al-Assad,0,,0,0,0
6522012,Syria 2012,652,SYR,Syria,2012,Western Asia,Asia,65203,0,0,Military,Military,51,51,1,1,0.420991926,Bashar al-Assad,0,,0,0,0
6601950,Lebanon 1950,660,LEB,Lebanon,1950,Western Asia,Asia,66001,1,1,Democracy,Democracy,5,4,NA,NA,NA,Riyad es-Solh,0,12.31.1946,0,0,0
6601951,Lebanon 1951,660,LEB,Lebanon,1951,Western Asia,Asia,66001,1,1,Democracy,Democracy,6,5,NA,NA,NA,Abdullah Aref al-Yafi,0,,0,0,0
6601952,Lebanon 1952,660,LEB,Lebanon,1952,Western Asia,Asia,66001,1,1,Democracy,Democracy,7,6,NA,NA,NA,Amir Khalid Chehab,0,,0,0,0
6601953,Lebanon 1953,660,LEB,Lebanon,1953,Western Asia,Asia,66001,1,1,Democracy,Democracy,8,7,NA,NA,NA,Abdullah Aref al-Yafi,0,,0,0,0
6601954,Lebanon 1954,660,LEB,Lebanon,1954,Western Asia,Asia,66001,1,1,Democracy,Democracy,9,8,NA,NA,NA,Abd' Rashin Sami es-Solh,0,,0,0,0
6601955,Lebanon 1955,660,LEB,Lebanon,1955,Western Asia,Asia,66001,1,1,Democracy,Democracy,10,9,NA,NA,NA,Rashid Karame,0,,0,0,0
6601956,Lebanon 1956,660,LEB,Lebanon,1956,Western Asia,Asia,66001,1,1,Democracy,Democracy,11,10,NA,NA,NA,Abd' Rashin Sami es-Solh,0,,0,0,0
6601957,Lebanon 1957,660,LEB,Lebanon,1957,Western Asia,Asia,66001,1,1,Democracy,Democracy,12,11,NA,NA,NA,Abd' Rashin Sami es-Solh,0,,0,0,0
6601958,Lebanon 1958,660,LEB,Lebanon,1958,Western Asia,Asia,66001,1,1,Democracy,Democracy,13,12,NA,NA,NA,Rashid Karame,0,,0,0,0
6601959,Lebanon 1959,660,LEB,Lebanon,1959,Western Asia,Asia,66001,1,1,Democracy,Democracy,14,13,NA,NA,NA,Rashid Karame,0,,0,0,0
6601960,Lebanon 1960,660,LEB,Lebanon,1960,Western Asia,Asia,66001,1,1,Democracy,Democracy,15,14,NA,NA,NA,Saeb Sallam,0,,0,0,0
6601961,Lebanon 1961,660,LEB,Lebanon,1961,Western Asia,Asia,66001,1,1,Democracy,Democracy,16,15,NA,NA,NA,Rashid Karame,0,,0,0,0
6601962,Lebanon 1962,660,LEB,Lebanon,1962,Western Asia,Asia,66001,1,1,Democracy,Democracy,17,16,NA,NA,NA,Rashid Karame,0,,0,0,0
6601963,Lebanon 1963,660,LEB,Lebanon,1963,Western Asia,Asia,66001,1,1,Democracy,Democracy,18,17,NA,NA,NA,Rashid Karame,0,,0,0,0
6601964,Lebanon 1964,660,LEB,Lebanon,1964,Western Asia,Asia,66001,1,1,Democracy,Democracy,19,18,NA,NA,NA,Hussein al-Oweini,0,,0,0,0
6601965,Lebanon 1965,660,LEB,Lebanon,1965,Western Asia,Asia,66001,1,1,Democracy,Democracy,20,19,NA,NA,NA,Rashid Karame,0,,0,0,0
6601966,Lebanon 1966,660,LEB,Lebanon,1966,Western Asia,Asia,66001,1,1,Democracy,Democracy,21,20,NA,NA,NA,Rashid Karame,0,,0,0,0
6601967,Lebanon 1967,660,LEB,Lebanon,1967,Western Asia,Asia,66001,1,1,Democracy,Democracy,22,21,NA,NA,NA,Rashid Karame,0,,0,0,0
6601968,Lebanon 1968,660,LEB,Lebanon,1968,Western Asia,Asia,66001,1,1,Democracy,Democracy,23,22,NA,NA,NA,Abdullah Aref al-Yafi,0,,0,0,0
6601969,Lebanon 1969,660,LEB,Lebanon,1969,Western Asia,Asia,66001,1,1,Democracy,Democracy,24,23,NA,NA,NA,Rashid Karame,0,,0,0,0
6601970,Lebanon 1970,660,LEB,Lebanon,1970,Western Asia,Asia,66001,1,1,Democracy,Democracy,25,24,NA,NA,NA,Saeb Sallam,0,,0,0,0
6601971,Lebanon 1971,660,LEB,Lebanon,1971,Western Asia,Asia,66001,1,1,Democracy,Democracy,26,25,NA,NA,NA,Saeb Sallam,0,,0,0,0
6601972,Lebanon 1972,660,LEB,Lebanon,1972,Western Asia,Asia,66001,1,1,Democracy,Democracy,27,26,NA,NA,NA,Saeb Sallam,0,,0,0,0
6601973,Lebanon 1973,660,LEB,Lebanon,1973,Western Asia,Asia,66001,1,1,Democracy,Democracy,28,27,NA,NA,NA,Takieddin es-Solh,0,,0,0,0
6601974,Lebanon 1974,660,LEB,Lebanon,1974,Western Asia,Asia,66001,1,1,Democracy,Democracy,29,28,NA,NA,NA,Rashid es-Solh,0,,0,0,0
6601975,Lebanon 1975,660,LEB,Lebanon,1975,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,1,1,NA,0,1,Soleiman Kabalan Franjieh,1,05.26.1975,0,0,1
6601976,Lebanon 1976,660,LEB,Lebanon,1976,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,2,2,NA,0,0.5,Elias Sarkis,0,,0,0,1
6601977,Lebanon 1977,660,LEB,Lebanon,1977,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,3,3,NA,0,0.555555556,Elias Sarkis,0,,0,0,1
6601978,Lebanon 1978,660,LEB,Lebanon,1978,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,4,4,NA,0,0.625,Elias Sarkis,0,,0,0,1
6601979,Lebanon 1979,660,LEB,Lebanon,1979,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,5,5,NA,0,0.68,Elias Sarkis,0,,0,0,1
6601980,Lebanon 1980,660,LEB,Lebanon,1980,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,6,6,NA,0,0.722222222,Elias Sarkis,0,,0,0,1
6601981,Lebanon 1981,660,LEB,Lebanon,1981,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,7,7,NA,0,0.755102041,Elias Sarkis,0,,0,0,1
6601982,Lebanon 1982,660,LEB,Lebanon,1982,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,8,8,NA,0,0.59375,Amine Pierre Gemayel,0,,0,0,1
6601983,Lebanon 1983,660,LEB,Lebanon,1983,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,9,9,NA,0,0.50617284,Amine Pierre Gemayel,0,,0,0,1
6601984,Lebanon 1984,660,LEB,Lebanon,1984,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,10,10,NA,0,0.46,Amine Pierre Gemayel,0,,0,0,1
6601985,Lebanon 1985,660,LEB,Lebanon,1985,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,11,11,NA,0,0.438016529,Amine Pierre Gemayel,0,,0,0,1
6601986,Lebanon 1986,660,LEB,Lebanon,1986,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,12,12,NA,0,0.430555556,Amine Pierre Gemayel,0,,0,0,1
6601987,Lebanon 1987,660,LEB,Lebanon,1987,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,13,13,NA,0,0.431952663,Amine Pierre Gemayel,0,,0,0,1
6601988,Lebanon 1988,660,LEB,Lebanon,1988,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,14,14,NA,0,0.37755102,Michel Aoun,0,,0,0,1
6601989,Lebanon 1989,660,LEB,Lebanon,1989,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,15,15,NA,0,0.333333333,Elias Khalil Haraoui,0,,0,0,1
6601990,Lebanon 1990,660,LEB,Lebanon,1990,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,16,16,NA,0,0.3046875,Elias Khalil Haraoui,0,,0,1,0
6601991,Lebanon 1991,660,LEB,Lebanon,1991,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,17,17,NA,0,0.287197232,Elias Khalil Haraoui,0,,0,1,0
6601992,Lebanon 1992,660,LEB,Lebanon,1992,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,18,18,NA,0,0.277777778,Elias Khalil Haraoui,0,,0,1,0
6601993,Lebanon 1993,660,LEB,Lebanon,1993,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,19,19,NA,0,0.274238227,Elias Khalil Haraoui,0,,0,1,0
6601994,Lebanon 1994,660,LEB,Lebanon,1994,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,20,20,NA,0,0.275,Elias Khalil Haraoui,0,,0,1,0
6601995,Lebanon 1995,660,LEB,Lebanon,1995,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,21,21,NA,0,0.278911565,Elias Khalil Haraoui,0,,0,1,0
6601996,Lebanon 1996,660,LEB,Lebanon,1996,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,22,22,NA,0,0.285123967,Elias Khalil Haraoui,0,,0,1,0
6601997,Lebanon 1997,660,LEB,Lebanon,1997,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,23,23,NA,0,0.293005671,Elias Khalil Haraoui,0,,0,1,0
6601998,Lebanon 1998,660,LEB,Lebanon,1998,Western Asia,Asia,66002,0,0,Multiparty,Multiparty,24,24,NA,0,0.270833333,Emile Geamil Lahoud,0,,0,1,0
